root	finite_tokens	distinct_cells	cells
abhiparihan	1	1	Past.Ind.Act.3.Sing:1
abhiparihāray	1	1	Pres.Opt.Act.3.Plur:1
abhiparihṛ	9	5	Pres.Ind.Act.3.Sing:3;Pres.Opt.Act.3.Sing:2;Past.Jus.Act.1.Sing:2;Pres.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Plur:1
abhiparistṛ	1	1	Pres.Ind.Act.3.Sing:1
abhiparivāray	1	1	Impf.Ind.Act.3.Plur:1
abhiparyāvṛt	18	5	Pres.Ind.Act.3.Sing:10;Impf.Ind.Act.3.Sing:4;Pres.Opt.Act.3.Sing:2;Past.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Plur:1
abhiparyūh	2	1	Pres.Ind.Act.3.Sing:2
abhiparī	4	2	Pres.Imp.Act.2.Sing:3;Pres.Ind.Act.3.Sing:1
abhipat	130	12	Impf.Ind.Act.3.Sing:67;Past.Ind.Act.3.Plur:29;Impf.Ind.Act.3.Plur:11;Past.Ind.Act.3.Sing:7;Pres.Ind.Act.3.Sing:4;Past.Ind.Act.3.Dual:3;Pres.Opt.Act.3.Sing:2;Fut.Ind.Act.1.Sing:2;Fut.Ind.Act.3.Sing:2;Pres.Imp.Act.2.Plur:1;Impf.Ind.Act.2.Sing:1;Fut.Ind.Act.3.Plur:1
abhipavay	2	1	Impf.Ind.Act.3.Sing:2
abhipaś	8	5	Impf.Ind.Act.3.Plur:3;Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.1.Sing:1;Pres.Opt.Act.3.Plur:1
abhipaṭh	1	1	Pres.Ind.Pass.3.Sing:1
abhipiś	1	1	Past.Ind.Act.2.Sing:1
abhipiṣ	1	1	Pres.Ind.Act.3.Sing:1
abhiplu	8	6	Pres.Opt.Act.3.Plur:2;Impf.Ind.Act.3.Plur:2;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1;Past.Ind.Act.3.Sing:1
abhiplāvay	1	1	Pres.Ind.Act.3.Sing:1
abhiprabudh	3	1	Pres.Imp.Act.3.Sing:3
abhiprach	4	3	Impf.Ind.Act.3.Sing:2;Pres.Ind.Act.1.Sing:1;Pres.Ind.Act.3.Sing:1
abhipracyu	1	1	Pres.Ind.Act.3.Sing:1
abhipradṛ	1	1	Pres.Ind.Pass.3.Sing:1
abhipragai	1	1	Pres.Imp.Act.2.Plur:1
abhipragam	1	1	Past.Ind.Act.3.Plur:1
abhipragā	2	1	Past.Ind.Act.3.Sing:2
abhiprahan	1	1	Pres.Ind.Act.3.Plur:1
abhiprajan	1	1	Pres.Ind.Act.3.Plur:1
abhiprajanay	1	1	Pres.Ind.Act.3.Sing:1
abhiprajval	4	1	Past.Ind.Act.3.Sing:4
abhiprajñā	2	2	Pres.Imp.Act.2.Sing:1;Impf.Ind.Act.1.Plur:1
abhiprakampay	1	1	Pres.Ind.Act.3.Sing:1
abhiprakram	1	1	Pres.Ind.Act.3.Sing:1
abhiprakṛ	11	2	Pres.Ind.Act.3.Plur:10;Impf.Ind.Act.3.Plur:1
abhipralambay	1	1	Pres.Ind.Act.3.Plur:1
abhipraman	1	1	Pres.Ind.Act.3.Plur:1
abhipramand	1	1	Past.Jus.Act.3.Plur:1
abhipramanthay	1	1	Pres.Opt.Act.3.Sing:1
abhiprapad	6	3	Pres.Ind.Act.3.Sing:3;Pres.Opt.Act.3.Sing:2;Pres.Ind.Pass.3.Sing:1
abhiprapūray	1	1	Pres.Ind.Pass.3.Sing:1
abhipraruh	1	1	Pres.Ind.Act.3.Sing:1
abhiprasad	1	1	Pres.Imp.Act.2.Sing:1
abhiprasah	1	1	Past.Ind.Act.3.Plur:1
abhiprasru	2	2	Past.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1
abhiprasrāvay	1	1	Pres.Ind.Act.3.Sing:1
abhiprasthā	5	2	Past.Ind.Act.3.Sing:3;Pres.Ind.Act.3.Plur:2
abhiprasthāpay	2	1	Past.Ind.Act.3.Sing:2
abhiprastṛ	3	1	Pres.Ind.Act.3.Sing:3
abhiprasāday	6	5	Pres.Ind.Act.1.Sing:2;Past.Ind.Act.3.Plur:1;Fut.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1;Impf.Ind.Act.1.Sing:1
abhiprasāray	3	2	Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.3.Sing:1
abhipratan	1	1	Pres.Ind.Act.3.Plur:1
abhipratarpay	1	1	Pres.Opt.Act.3.Sing:1
abhiprathay	3	1	Pres.Ind.Act.3.Sing:3
abhipratigṛ	1	1	Pres.Opt.Act.3.Sing:1
abhipratipad	6	2	Pres.Ind.Act.3.Sing:5;Pres.Ind.Act.3.Plur:1
abhipratyave	1	1	Pres.Ind.Act.3.Sing:1
abhipratye	2	1	Pres.Ind.Act.3.Sing:2
abhipravah	19	3	Pres.Ind.Act.3.Sing:11;Pres.Ind.Act.3.Plur:7;Pres.Ind.Act.3.Dual:1
abhipravardhay	2	1	Pres.Opt.Act.3.Sing:2
abhipravartay	4	3	Pres.Ind.Act.3.Sing:2;Pres.Opt.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
abhipravarṣay	1	1	Past.Ind.Act.3.Plur:1
abhipravip	1	1	Pres.Opt.Act.3.Plur:1
abhipraviś	1	1	Fut.Ind.Act.1.Sing:1
abhipravraj	19	3	Pres.Ind.Act.3.Sing:13;Pres.Ind.Act.3.Plur:5;Past.Ind.Act.3.Sing:1
abhipravāday	2	1	Past.Ind.Act.3.Plur:2
abhipravṛdh	3	2	Pres.Ind.Act.3.Sing:2;Pres.Ind.Act.3.Plur:1
abhipravṛt	10	4	Pres.Ind.Act.3.Sing:7;Pres.Imp.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Dual:1
abhipravṛṣ	7	3	Pres.Ind.Act.3.Plur:3;Pres.Ind.Act.3.Sing:2;Impf.Ind.Act.3.Sing:2
abhiprayuj	7	3	Pres.Ind.Act.3.Sing:5;Pres.Sub.Act.1.Plur:1;Past.Ind.Act.3.Sing:1
abhiprayā	21	8	Pres.Ind.Act.3.Sing:11;Pres.Ind.Act.3.Plur:4;Past.Ind.Act.3.Sing:1;Pres.Imp.Act.2.Dual:1;Pres.Ind.Act.1.Sing:1;Fut.Ind.Act.1.Sing:1;Pres.Imp.Act.1.Plur:1;Impf.Ind.Act.3.Sing:1
abhipraśaṃs	4	3	Pres.Ind.Act.3.Plur:2;Fut.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Plur:1
abhipraṇī	3	1	Pres.Ind.Act.3.Sing:3
abhipre	24	5	Pres.Ind.Act.3.Sing:17;Pres.Imp.Act.2.Sing:2;Pres.Opt.Act.3.Sing:2;Impf.Ind.Act.3.Sing:2;Pres.Ind.Act.3.Plur:1
abhiprekṣ	7	2	Pres.Ind.Act.3.Sing:6;Pres.Opt.Act.3.Sing:1
abhiprer	1	1	Pres.Ind.Act.3.Plur:1
abhipreṣ	1	1	Pres.Ind.Act.1.Sing:1
abhiprokṣ	5	2	Pres.Opt.Act.3.Sing:4;Pres.Ind.Act.3.Sing:1
abhiprāp	4	3	Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1
abhiprās	1	1	Pres.Ind.Act.3.Sing:1
abhiprāṇ	12	3	Pres.Opt.Act.3.Sing:5;Pres.Ind.Act.3.Sing:4;Pres.Ind.Act.1.Sing:3
abhiprīṇay	2	1	Pres.Ind.Act.3.Plur:2
abhipā	12	3	Pres.Ind.Act.3.Sing:5;Pres.Imp.Act.3.Sing:5;Pres.Ind.Act.2.Sing:2
abhipālay	6	2	Impf.Ind.Act.3.Sing:4;Pres.Opt.Act.3.Sing:2
abhipātay	5	3	Impf.Ind.Act.3.Plur:2;Impf.Ind.Act.3.Sing:2;Pres.Opt.Act.3.Sing:1
abhipīḍay	11	4	Past.Ind.Act.3.Sing:6;Impf.Ind.Act.3.Sing:3;Impf.Ind.Act.3.Plur:1;Pres.Ind.Pass.3.Sing:1
abhipū	11	2	Pres.Ind.Act.3.Sing:10;Impf.Ind.Act.3.Sing:1
abhipūjay	78	7	Impf.Ind.Act.3.Plur:24;Impf.Ind.Act.3.Sing:23;Pres.Opt.Act.3.Sing:21;Pres.Ind.Pass.3.Sing:6;Pres.Ind.Pass.2.Sing:2;Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.3.Sing:1
abhipūray	19	6	Pres.Ind.Act.3.Sing:8;Pres.Ind.Pass.3.Sing:6;Pres.Ind.Act.3.Plur:2;Pres.Imp.Act.2.Sing:1;Impf.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Sing:1
abhipṛ	1	1	Pres.Ind.Act.3.Plur:1
abhirakṣ	95	15	Pres.Imp.Act.3.Sing:24;Pres.Ind.Act.3.Sing:21;Impf.Ind.Act.3.Sing:11;Pres.Imp.Act.3.Plur:9;Impf.Ind.Act.3.Plur:8;Pres.Opt.Act.3.Sing:7;Pres.Imp.Act.2.Sing:3;Pres.Imp.Act.3.Dual:2;Pres.Ind.Pass.3.Sing:2;Pres.Ind.Act.3.Plur:2;Past.Ind.Act.3.Sing:2;Pres.Ind.Act.2.Plur:1;Impf.Ind.Act.1.Sing:1;Pres.Ind.Act.3.Dual:1;Pres.Ind.Act.2.Sing:1
abhiram	18	8	Past.Ind.Act.3.Sing:4;Pres.Imp.Act.3.Plur:3;Pres.Imp.Pass.3.Sing:3;Pres.Ind.Act.3.Sing:3;Pres.Ind.Act.3.Plur:2;Pres.Ind.Act.2.Sing:1;Pres.Imp.Act.2.Plur:1;Fut.Ind.Act.2.Sing:1
abhiramay	3	2	Fut.Ind.Act.2.Sing:2;Pres.Opt.Act.3.Sing:1
abhirañj	2	2	Pres.Ind.Pass.3.Sing:1;Pres.Ind.Act.3.Sing:1
abhiribh	1	1	Pres.Ind.Act.3.Sing:1
abhiriṣ	1	1	Pres.Sub.Act.3.Sing:1
abhirocay	14	5	Impf.Ind.Act.3.Sing:6;Pres.Ind.Act.1.Sing:4;Pres.Imp.Act.2.Sing:2;Pres.Ind.Act.2.Sing:1;Impf.Ind.Act.3.Plur:1
abhiru	1	1	Pres.Ind.Act.3.Sing:1
abhiruc	3	2	Pres.Ind.Act.3.Sing:2;Impf.Ind.Act.3.Sing:1
abhirud	1	1	Past.Ind.Act.3.Sing:1
abhirudh	2	2	Impf.Ind.Act.3.Plur:1;Impf.Ind.Act.3.Sing:1
abhiruh	8	7	Pres.Ind.Act.3.Sing:2;Fut.Ind.Act.2.Sing:1;Pres.Ind.Act.3.Plur:1;Impf.Ind.Act.1.Sing:1;Impf.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Plur:1;Pres.Ind.Act.1.Sing:1
abhirādhay	4	3	Past.Ind.Act.3.Sing:2;Pres.Imp.Act.2.Sing:1;Pres.Opt.Act.3.Plur:1
abhirāj	1	1	Past.Ind.Act.3.Sing:1
abhirāmay	1	1	Impf.Ind.Act.3.Sing:1
abhisamas	1	1	Pres.Opt.Act.3.Sing:1
abhisambandh	8	3	Pres.Ind.Pass.3.Sing:4;Pres.Ind.Act.3.Sing:3;Pres.Ind.Pass.3.Plur:1
abhisambhū	38	9	Pres.Ind.Act.3.Sing:16;Pres.Ind.Act.3.Plur:6;Past.Ind.Act.3.Sing:5;Pres.Ind.Act.3.Dual:4;Fut.Ind.Act.1.Sing:2;Pres.Ind.Act.1.Sing:2;Impf.Ind.Act.3.Dual:1;Past.Ind.Act.2.Dual:1;Past.Ind.Act.3.Plur:1
abhisame	7	2	Pres.Ind.Act.3.Plur:5;Pres.Opt.Act.3.Plur:2
abhisami	11	5	Pres.Ind.Act.3.Sing:5;Pres.Ind.Act.3.Plur:3;Pres.Sub.Act.3.Sing:1;Pres.Imp.Act.3.Plur:1;Pres.Opt.Act.3.Plur:1
abhisamindh	2	1	Pres.Ind.Act.3.Sing:2
abhisammūrch	1	1	Impf.Ind.Act.3.Sing:1
abhisampad	85	5	Pres.Ind.Act.3.Sing:59;Pres.Ind.Act.3.Plur:23;Impf.Ind.Act.3.Dual:1;Pres.Imp.Act.3.Dual:1;Past.Ind.Act.3.Sing:1
abhisampat	4	4	Past.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Dual:1;Impf.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Plur:1
abhisamplu	1	1	Pres.Ind.Act.3.Sing:1
abhisamprapad	1	1	Pres.Ind.Act.3.Sing:1
abhisampū	9	1	Pres.Ind.Act.3.Sing:9
abhisamādhā	2	1	Pres.Opt.Act.3.Sing:2
abhisamāgam	1	1	Pres.Sub.Act.3.Plur:1
abhisamāhṛ	1	1	Pres.Opt.Act.1.Sing:1
abhisamāvṛt	8	2	Impf.Ind.Act.3.Plur:6;Pres.Ind.Act.3.Plur:2
abhisamāyam	1	1	Pres.Ind.Act.3.Sing:1
abhisamāyā	1	1	Pres.Ind.Act.3.Plur:1
abhisamīkṣ	3	2	Pres.Opt.Act.3.Sing:2;Impf.Ind.Act.3.Sing:1
abhisamūh	5	3	Pres.Ind.Act.1.Sing:3;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Sing:1
abhisaṃbhṛ	5	2	Past.Ind.Act.3.Plur:4;Pres.Ind.Act.3.Sing:1
abhisaṃbudh	57	10	Fut.Ind.Act.3.Sing:12;Fut.Ind.Act.2.Sing:12;Fut.Ind.Act.3.Plur:11;Pres.Ind.Act.3.Sing:7;Pres.Ind.Act.3.Plur:7;Pres.Opt.Act.3.Plur:4;Pres.Ind.Pass.3.Plur:1;Fut.Ind.Act.3.Dual:1;Fut.Ind.Act.1.Sing:1;Pres.Opt.Act.1.Sing:1
abhisaṃcar	1	1	Pres.Ind.Act.3.Sing:1
abhisaṃci	11	3	Pres.Ind.Act.3.Sing:9;Pres.Opt.Act.1.Sing:1;Impf.Ind.Act.3.Sing:1
abhisaṃdah	1	1	Pres.Ind.Act.1.Sing:1
abhisaṃdhā	11	7	Pres.Ind.Act.3.Dual:3;Past.Ind.Act.3.Sing:2;Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.2.Sing:1;Pres.Ind.Act.3.Sing:1;Pres.Ind.Pass.3.Sing:1;Pres.Opt.Act.3.Plur:1
abhisaṃgam	8	3	Pres.Ind.Act.3.Plur:4;Impf.Ind.Act.3.Plur:3;Past.Ind.Act.3.Plur:1
abhisaṃgrah	1	1	Past.Ind.Act.3.Sing:1
abhisaṃgṛ	3	1	Pres.Imp.Act.3.Plur:3
abhisaṃjvar	1	1	Pres.Opt.Act.3.Sing:1
abhisaṃjñā	5	2	Pres.Ind.Act.3.Plur:3;Impf.Ind.Act.3.Sing:2
abhisaṃkalpay	1	1	Pres.Opt.Act.3.Sing:1
abhisaṃkram	2	1	Pres.Ind.Act.3.Plur:2
abhisaṃlabh	1	1	Impf.Ind.Act.3.Plur:1
abhisaṃmīl	1	1	Impf.Ind.Act.3.Sing:1
abhisaṃmṛś	1	1	Impf.Ind.Act.3.Plur:1
abhisaṃnah	1	1	Pres.Ind.Act.3.Sing:1
abhisaṃnam	4	2	Pres.Opt.Act.3.Sing:2;Pres.Imp.Act.3.Plur:2
abhisaṃnī	2	1	Pres.Opt.Act.3.Sing:2
abhisaṃprasthā	2	1	Pres.Opt.Act.3.Plur:2
abhisaṃpāday	10	4	Pres.Ind.Act.3.Sing:6;Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.3.Plur:1;Fut.Ind.Act.1.Sing:1
abhisaṃrabh	1	1	Pres.Imp.Act.3.Plur:1
abhisaṃskṛ	13	5	Pres.Ind.Act.3.Sing:5;Fut.Ind.Act.3.Plur:3;Pres.Sub.Act.1.Sing:3;Fut.Ind.Act.1.Sing:1;Fut.Ind.Act.1.Plur:1
abhisaṃspṛś	1	1	Pres.Imp.Act.3.Plur:1
abhisaṃsthāpay	2	1	Pres.Ind.Act.1.Plur:2
abhisaṃsvañj	1	1	Pres.Imp.Act.2.Sing:1
abhisaṃsīv	1	1	Pres.Ind.Pass.3.Sing:1
abhisaṃtan	5	2	Pres.Ind.Act.3.Plur:3;Pres.Ind.Act.3.Sing:2
abhisaṃtap	1	1	Pres.Sub.Act.3.Sing:1
abhisaṃtṛ	2	2	Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1
abhisaṃvap	1	1	Pres.Ind.Act.3.Plur:1
abhisaṃvas	1	1	Pres.Ind.Act.3.Plur:1
abhisaṃveṣṭ	1	1	Impf.Ind.Act.3.Sing:1
abhisaṃviś	36	5	Pres.Ind.Act.3.Plur:14;Pres.Imp.Act.3.Plur:10;Pres.Imp.Act.2.Plur:6;Pres.Ind.Act.3.Sing:5;Pres.Imp.Act.2.Sing:1
abhisaṃvye	2	1	Fut.Ind.Act.1.Sing:2
abhisaṃvṛ	1	1	Impf.Ind.Act.3.Sing:1
abhisaṃyam	1	1	Pres.Opt.Act.3.Sing:1
abhisaṃyuj	4	3	Pres.Ind.Act.3.Sing:2;Impf.Ind.Act.3.Sing:1;Pres.Ind.Pass.3.Plur:1
abhisaṃśleṣay	1	1	Pres.Ind.Act.3.Plur:1
abhisaṃśri	5	4	Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.3.Sing:1;Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.3.Plur:1
abhisev	1	1	Pres.Ind.Act.3.Sing:1
abhisidh	7	1	Pres.Ind.Act.3.Sing:7
abhiskand	1	1	Past.Ind.Act.3.Sing:1
abhisphūrj	1	1	Pres.Ind.Act.3.Sing:1
abhispṛś	5	3	Impf.Ind.Act.3.Plur:2;Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.3.Sing:1
abhisru	8	2	Pres.Imp.Act.3.Plur:7;Pres.Ind.Act.3.Sing:1
abhistanay	1	1	Impf.Ind.Act.3.Plur:1
abhistṛ	1	1	Pres.Ind.Act.3.Sing:1
abhisvar	4	3	Pres.Ind.Act.3.Plur:2;Past.Ind.Act.3.Plur:1;Impf.Ind.Act.3.Plur:1
abhisāntvay	1	1	Pres.Opt.Act.3.Sing:1
abhisāray	1	1	Past.Ind.Act.3.Sing:1
abhisṛ	24	9	Past.Ind.Act.3.Sing:9;Pres.Ind.Act.3.Sing:3;Past.Ind.Act.3.Plur:3;Pres.Ind.Act.1.Sing:2;Past.Ind.Act.1.Sing:2;Pres.Imp.Act.2.Sing:2;Pres.Ind.Act.2.Sing:1;Pres.Imp.Act.1.Plur:1;Past.Ind.Act.1.Plur:1
abhisṛj	11	5	Impf.Ind.Act.3.Sing:5;Past.Ind.Act.3.Sing:2;Impf.Ind.Act.3.Plur:2;Pres.Ind.Pass.3.Plur:1;Pres.Ind.Act.3.Sing:1
abhisṛp	5	2	Pres.Ind.Act.3.Sing:3;Pres.Ind.Act.3.Plur:2
abhitap	68	11	Impf.Ind.Act.3.Sing:29;Past.Ind.Act.3.Sing:11;Pres.Opt.Act.3.Sing:6;Pres.Ind.Act.3.Sing:6;Impf.Ind.Act.3.Plur:5;Past.Ind.Act.3.Plur:3;Past.Jus.Act.3.Sing:3;Impf.Ind.Pass.3.Sing:2;Impf.Ind.Pass.3.Plur:1;Pres.Ind.Pass.3.Sing:1;Pres.Ind.Act.3.Dual:1
abhitarpay	1	1	Pres.Ind.Act.3.Plur:1
abhititṛts	1	1	Pres.Ind.Act.3.Sing:1
abhitsar	1	1	Pres.Ind.Act.3.Plur:1
abhitud	2	2	Pres.Opt.Act.3.Plur:1;Impf.Ind.Act.3.Sing:1
abhitvar	3	3	Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.2.Sing:1;Pres.Ind.Act.1.Sing:1
abhitvaray	1	1	Pres.Ind.Act.3.Plur:1
abhitāḍay	13	1	Impf.Ind.Act.3.Sing:13
abhitṛ	1	1	Impf.Ind.Act.3.Plur:1
abhitṛd	9	4	Impf.Ind.Act.3.Sing:6;Pres.Imp.Act.1.Plur:1;Pres.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1
abhitṛp	1	1	Pres.Ind.Act.3.Plur:1
abhivac	27	3	Past.Ind.Act.3.Sing:25;Past.Ind.Act.3.Plur:1;Fut.Ind.Act.1.Sing:1
abhivad	152	16	Pres.Ind.Act.3.Sing:59;Impf.Ind.Act.3.Sing:31;Past.Ind.Act.3.Sing:18;Pres.Ind.Act.3.Plur:13;Pres.Opt.Act.3.Sing:11;Pres.Ind.Act.1.Sing:4;Impf.Ind.Act.3.Plur:4;Pres.Imp.Act.2.Sing:3;Pres.Opt.Act.2.Sing:2;Impf.Ind.Act.3.Dual:1;Pres.Opt.Act.3.Plur:1;Past.Ind.Act.1.Plur:1;Pres.Ind.Pass.3.Sing:1;Impf.Ind.Act.2.Sing:1;Pres.Imp.Act.3.Sing:1;Pres.Ind.Act.3.Dual:1
abhivadh	1	1	Past.Ind.Act.3.Sing:1
abhivah	38	12	Pres.Ind.Act.3.Sing:14;Pres.Ind.Act.3.Plur:12;Pres.Imp.Act.2.Sing:2;Pres.Ind.Act.3.Dual:2;Pres.Imp.Act.2.Plur:1;Pres.Opt.Act.3.Sing:1;Pres.Opt.Act.3.Plur:1;Past.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1;Fut.Ind.Act.1.Sing:1;Impf.Ind.Act.3.Dual:1;Fut.Ind.Act.3.Sing:1
abhivalg	1	1	Pres.Ind.Act.3.Plur:1
abhivam	5	2	Impf.Ind.Act.3.Sing:4;Past.Ind.Act.3.Sing:1
abhivand	7	5	Pres.Ind.Act.1.Sing:3;Pres.Ind.Act.3.Plur:1;Past.Ind.Act.3.Sing:1;Pres.Ind.Act.2.Sing:1;Impf.Ind.Act.3.Sing:1
abhivanday	1	1	Pres.Imp.Act.2.Sing:1
abhivap	1	1	Impf.Ind.Act.3.Sing:1
abhivardhay	18	5	Pres.Opt.Act.3.Sing:8;Pres.Ind.Act.3.Sing:5;Pres.Ind.Act.3.Plur:2;Impf.Ind.Act.3.Sing:2;Pres.Imp.Act.2.Sing:1
abhivarjay	2	1	Pres.Opt.Act.3.Sing:2
abhivartay	3	3	Past.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Plur:1;Pres.Imp.Act.2.Sing:1
abhivarṇay	1	1	Pres.Opt.Act.3.Sing:1
abhivas	3	1	Pres.Ind.Act.3.Sing:3
abhiveday	2	2	Pres.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1
abhiveṣṭay	1	1	Pres.Opt.Act.3.Sing:1
abhivibhaj	1	1	Pres.Ind.Act.3.Sing:1
abhivibudh	3	1	Pres.Imp.Act.3.Sing:3
abhivichid	1	1	Pres.Opt.Pass.3.Plur:1
abhivicintay	1	1	Impf.Ind.Act.3.Sing:1
abhivicāray	2	1	Pres.Ind.Act.3.Plur:2
abhivid	4	3	Impf.Ind.Act.3.Sing:2;Pres.Ind.Act.1.Sing:1;Impf.Ind.Act.3.Plur:1
abhividarśay	2	1	Pres.Ind.Act.3.Sing:2
abhividhā	1	1	Pres.Opt.Act.3.Sing:1
abhividhāv	1	1	Pres.Opt.Act.3.Sing:1
abhividru	1	1	Past.Ind.Act.3.Sing:1
abhividṛ	1	1	Impf.Ind.Pass.3.Sing:1
abhivihan	2	1	Pres.Ind.Act.3.Plur:2
abhivihṛ	1	1	Pres.Ind.Act.3.Sing:1
abhivij	1	1	Past.Jus.Act.3.Sing:1
abhivijñā	1	1	Impf.Ind.Act.1.Plur:1
abhivijñāpay	1	1	Pres.Ind.Act.3.Sing:1
abhivikhyā	12	2	Past.Ind.Act.1.Sing:7;Past.Jus.Act.1.Sing:5
abhivikśā	3	2	Impf.Ind.Act.1.Sing:2;Past.Ind.Act.1.Sing:1
abhivikṣar	1	1	Pres.Ind.Act.3.Sing:1
abhivikṣip	1	1	Pres.Opt.Act.3.Sing:1
abhivimanth	1	1	Pres.Opt.Act.3.Sing:1
abhivimuc	4	1	Pres.Ind.Pass.3.Sing:4
abhivinyas	1	1	Impf.Ind.Act.3.Sing:1
abhivinī	9	1	Fut.Ind.Act.2.Sing:9
abhiviparihṛ	1	1	Pres.Opt.Act.3.Sing:1
abhivipaś	6	3	Pres.Ind.Act.3.Sing:4;Impf.Ind.Act.3.Plur:1;Pres.Imp.Act.2.Sing:1
abhiviruc	3	2	Impf.Ind.Act.3.Sing:2;Pres.Ind.Act.3.Dual:1
abhivirāj	12	4	Pres.Ind.Act.3.Sing:9;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.2.Sing:1;Past.Ind.Act.3.Dual:1
abhivisṛj	6	2	Pres.Ind.Pass.3.Plur:5;Pres.Opt.Act.3.Sing:1
abhivivas	5	1	Pres.Opt.Act.3.Sing:5
abhiviś	1	1	Pres.Ind.Act.1.Sing:1
abhiviśaṃs	2	2	Impf.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1
abhiviśram	1	1	Pres.Ind.Act.3.Plur:1
abhiviśṛ	1	1	Impf.Ind.Pass.3.Plur:1
abhiviṣañj	1	1	Pres.Ind.Act.3.Sing:1
abhiviṣyand	1	1	Pres.Ind.Act.3.Sing:1
abhiviṣyanday	1	1	Pres.Ind.Act.3.Sing:1
abhivraj	6	2	Pres.Ind.Act.3.Plur:5;Pres.Opt.Act.3.Sing:1
abhivyadh	30	7	Impf.Ind.Act.3.Sing:19;Past.Ind.Act.3.Sing:4;Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.2.Sing:2;Pres.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Dual:1;Impf.Ind.Act.3.Plur:1
abhivyan	3	1	Pres.Ind.Act.3.Sing:3
abhivyavān	1	1	Pres.Opt.Act.3.Sing:1
abhivyañj	35	6	Pres.Ind.Pass.3.Sing:22;Pres.Ind.Pass.3.Plur:5;Pres.Ind.Act.3.Plur:3;Pres.Ind.Act.3.Sing:3;Pres.Opt.Act.3.Sing:1;Pres.Ind.Act.3.Dual:1
abhivyukṣ	3	1	Pres.Opt.Act.3.Sing:3
abhivyādā	2	2	Past.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1
abhivyāhāray	7	2	Pres.Ind.Act.3.Sing:5;Pres.Opt.Act.3.Sing:2
abhivyāhṛ	44	9	Pres.Ind.Act.3.Sing:21;Pres.Opt.Act.3.Sing:7;Impf.Ind.Act.3.Sing:5;Pres.Ind.Pass.3.Sing:3;Pres.Opt.Act.3.Dual:2;Pres.Imp.Act.1.Sing:2;Pres.Ind.Act.3.Plur:2;Fut.Ind.Act.3.Sing:1;Past.Ind.Act.2.Sing:1
abhivyākhyā	1	1	Fut.Ind.Act.1.Plur:1
abhivā	7	5	Impf.Ind.Act.3.Plur:3;Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1;Pres.Imp.Act.3.Sing:1;Past.Ind.Act.3.Sing:1
abhivāday	102	16	Impf.Ind.Act.3.Sing:30;Pres.Opt.Act.3.Sing:25;Pres.Ind.Act.3.Sing:11;Pres.Ind.Act.1.Sing:8;Pres.Imp.Act.2.Sing:6;Impf.Ind.Act.3.Plur:4;Pres.Ind.Act.3.Plur:4;Fut.Ind.Act.1.Sing:3;Pres.Ind.Act.1.Plur:3;Impf.Ind.Act.1.Sing:2;Fut.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Plur:1;Impf.Ind.Act.3.Dual:1;Past.Ind.Act.3.Sing:1;Pres.Imp.Act.3.Sing:1;Impf.Ind.Pass.3.Plur:1
abhivāray	10	2	Impf.Ind.Act.3.Sing:7;Impf.Ind.Act.3.Plur:3
abhivāsay	7	2	Pres.Ind.Act.3.Sing:6;Pres.Ind.Act.1.Sing:1
